,cur.d3_01,cur.d3_02,cur.d3_03,cur.d3_04,cur.d3_05,cur.d3_06,cur.d3_07,cur.d3_08,cur.d3_09,cur.d3_10,cur.d3_11,cur.d3_12,cur.d3_13,cur.d3_14,cur.d3_15,cur.d2_01,cur.d2_02,cur.d2_03,cur.d2_04,cur.d2_05,cur.d2_06,cur.d2_07,cur.d2_08,cur.d2_09,cur.d2_10,cur.d2_11,cur.d2_12,cur.d2_13,cur.d2_14,cur.d2_15,cur.d1_01,cur.d1_02,cur.d1_03,cur.d1_04,cur.d1_05,cur.d1_06,cur.d1_07,cur.d1_08,cur.d1_09,cur.d1_10,cur.d1_11,cur.d1_12,cur.d1_13,cur.d1_14,cur.d1_15,cur.s1_01,cur.s1_02,cur.s1_03,cur.s1_04,cur.s1_05,cur.s1_06,cur.s1_07,cur.s1_08,cur.s1_09,cur.s1_10,cur.s1_11,cur.s1_12,cur.s1_13,cur.s1_14,cur.s1_15,cur.s2_01,cur.s2_02,cur.s2_03,cur.s2_04,cur.s2_05,cur.s2_06,cur.s2_07,cur.s2_08,cur.s2_09,cur.s2_10,cur.s2_11,cur.s2_12,cur.s2_13,cur.s2_14,cur.s2_15,cur.s3_01,cur.s3_02,cur.s3_03,cur.s3_04,cur.s3_05,cur.s3_06,cur.s3_07,cur.s3_08,cur.s3_09,cur.s3_10,cur.s3_11,cur.s3_12,cur.s3_13,cur.s3_14,cur.s3_15,nil.d3_01,nil.d3_02,nil.d3_03,nil.d3_04,nil.d3_05,nil.d3_06,nil.d3_07,nil.d3_08,nil.d3_09,nil.d3_10,nil.d3_11,nil.d3_12,nil.d3_13,nil.d3_14,nil.d3_15,nil.d2_01,nil.d2_02,nil.d2_03,nil.d2_04,nil.d2_05,nil.d2_06,nil.d2_07,nil.d2_08,nil.d2_09,nil.d2_10,nil.d2_11,nil.d2_12,nil.d2_13,nil.d2_14,nil.d2_15,nil.d1_01,nil.d1_02,nil.d1_03,nil.d1_04,nil.d1_05,nil.d1_06,nil.d1_07,nil.d1_08,nil.d1_09,nil.d1_10,nil.d1_11,nil.d1_12,nil.d1_13,nil.d1_14,nil.d1_15,nil.s1_01,nil.s1_02,nil.s1_03,nil.s1_04,nil.s1_05,nil.s1_06,nil.s1_07,nil.s1_08,nil.s1_09,nil.s1_10,nil.s1_11,nil.s1_12,nil.s1_13,nil.s1_14,nil.s1_15,nil.s2_01,nil.s2_02,nil.s2_03,nil.s2_04,nil.s2_05,nil.s2_06,nil.s2_07,nil.s2_08,nil.s2_09,nil.s2_10,nil.s2_11,nil.s2_12,nil.s2_13,nil.s2_14,nil.s2_15,nil.s3_01,nil.s3_02,nil.s3_03,nil.s3_04,nil.s3_05,nil.s3_06,nil.s3_07,nil.s3_08,nil.s3_09,nil.s3_10,nil.s3_11,nil.s3_12,nil.s3_13,nil.s3_14,nil.s3_15,wes.d3_01,wes.d3_02,wes.d3_03,wes.d3_04,wes.d3_05,wes.d3_06,wes.d3_07,wes.d3_08,wes.d3_09,wes.d3_10,wes.d3_11,wes.d3_12,wes.d3_13,wes.d3_14,wes.d3_15,wes.d2_01,wes.d2_02,wes.d2_03,wes.d2_04,wes.d2_05,wes.d2_06,wes.d2_07,wes.d2_08,wes.d2_09,wes.d2_10,wes.d2_11,wes.d2_12,wes.d2_13,wes.d2_14,wes.d2_15,wes.d1_01,wes.d1_02,wes.d1_03,wes.d1_04,wes.d1_05,wes.d1_06,wes.d1_07,wes.d1_08,wes.d1_09,wes.d1_10,wes.d1_11,wes.d1_12,wes.d1_13,wes.d1_14,wes.d1_15,wes.s1_01,wes.s1_02,wes.s1_03,wes.s1_04,wes.s1_05,wes.s1_06,wes.s1_07,wes.s1_08,wes.s1_09,wes.s1_10,wes.s1_11,wes.s1_12,wes.s1_13,wes.s1_14,wes.s1_15,wes.s2_01,wes.s2_02,wes.s2_03,wes.s2_04,wes.s2_05,wes.s2_06,wes.s2_07,wes.s2_08,wes.s2_09,wes.s2_10,wes.s2_11,wes.s2_12,wes.s2_13,wes.s2_14,wes.s2_15,wes.s3_01,wes.s3_02,wes.s3_03,wes.s3_04,wes.s3_05,wes.s3_06,wes.s3_07,wes.s3_08,wes.s3_09,wes.s3_10,wes.s3_11,wes.s3_12,wes.s3_13,wes.s3_14,wes.s3_15,lyn.d3_01,lyn.d3_02,lyn.d3_03,lyn.d3_04,lyn.d3_05,lyn.d3_06,lyn.d3_07,lyn.d3_08,lyn.d3_09,lyn.d3_10,lyn.d3_11,lyn.d3_12,lyn.d3_13,lyn.d3_14,lyn.d3_15,lyn.d2_01,lyn.d2_02,lyn.d2_03,lyn.d2_04,lyn.d2_05,lyn.d2_06,lyn.d2_07,lyn.d2_08,lyn.d2_09,lyn.d2_10,lyn.d2_11,lyn.d2_12,lyn.d2_13,lyn.d2_14,lyn.d2_15,lyn.d1_01,lyn.d1_02,lyn.d1_03,lyn.d1_04,lyn.d1_05,lyn.d1_06,lyn.d1_07,lyn.d1_08,lyn.d1_09,lyn.d1_10,lyn.d1_11,lyn.d1_12,lyn.d1_13,lyn.d1_14,lyn.d1_15,lyn.s1_01,lyn.s1_02,lyn.s1_03,lyn.s1_04,lyn.s1_05,lyn.s1_06,lyn.s1_07,lyn.s1_08,lyn.s1_09,lyn.s1_10,lyn.s1_11,lyn.s1_12,lyn.s1_13,lyn.s1_14,lyn.s1_15,lyn.s2_01,lyn.s2_02,lyn.s2_03,lyn.s2_04,lyn.s2_05,lyn.s2_06,lyn.s2_07,lyn.s2_08,lyn.s2_09,lyn.s2_10,lyn.s2_11,lyn.s2_12,lyn.s2_13,lyn.s2_14,lyn.s2_15,lyn.s3_01,lyn.s3_02,lyn.s3_03,lyn.s3_04,lyn.s3_05,lyn.s3_06,lyn.s3_07,lyn.s3_08,lyn.s3_09,lyn.s3_10,lyn.s3_11,lyn.s3_12,lyn.s3_13,lyn.s3_14,lyn.s3_15
cur.d3_01,0,1.99122835711941,3.98244709518331,4.45805154246044,5.65375045188736,7.21157866777687,8.94427191027265,8.24833374828635,8.00875240677874,6.01047223000612,4.0043858211184,1.99828254002305,2.8253309865876,4.47213595535411,6.3259390463939,17.9999930081256,17.7010608733386,17.6146802966848,19.6127894458518,21.6187886687612,23.6246623914284,25.6227939373942,25.6748858121843,25.8891937999811,23.9137158890462,21.9352523118675,19.9600261626005,19.6925266896202,21.6855633718075,23.6797742828127,35.999986017946,35.6467361083833,35.3934159010276,37.382464925442,39.3799324358874,41.3792513481404,43.3711325459801,43.5702230487012,43.8675306187638,41.8999456769236,39.9283740343616,37.9580253645588,37.6245721641224,39.6046343987649,41.5866048291118,202.413988501616,201.276797215022,200.145720620688,201.7990726504,203.463212245734,205.140184933556,206.814585076029,207.902251659065,209.010492222835,207.356768922844,205.704682990651,204.051953840849,202.923873372113,204.577241331009,206.236749775979,187.988937490701,186.763507880207,185.544399686366,187.134553744557,188.736677925768,190.353696356019,191.969704790015,193.141399758864,194.333434903536,192.740413432804,191.150920953193,189.561806435048,188.346372360606,189.937105611343,191.535511574008,174.230505188524,172.907134846462,171.590063342543,173.100628244999,174.624738409417,176.166327005423,177.708956796709,178.974481374708,180.259791484876,178.742593594121,177.231326235488,175.721846942574,174.409358138352,175.921491387438,177.443281240593,29069.7513612161,29068.4107820624,29067.0638182853,29068.5367676358,29070.0132183711,29071.4979829628,29072.9747132528,29074.3149443919,29075.6617098262,29074.1887087001,29072.712332429,29071.2277674513,29069.8867286667,29071.3627379286,29072.8388098409,29087.4661032174,29086.126349225,29084.7802073276,29086.2539130112,29087.7311243415,29089.2166443583,29090.6941284328,29092.0335345781,29093.3794783547,29091.9057211443,29090.4285842962,29088.9432636792,29087.6030517567,29089.0798168313,29090.5566444421,29096.3268533288,29094.9875116968,29093.6417805276,29095.1158638572,29096.5934549704,29098.0793521822,29099.5572126313,29100.8962064961,29102.2417396599,29100.7676049248,29099.2900883065,29097.8043903885,29096.4645916771,29097.9417341442,29099.4189390849,29215.6816427852,29214.3433426511,29212.9986486013,29214.473684373,29215.9522330874,29217.4390811726,29218.9178902275,29220.2558439568,29221.600340938,29220.1252542475,29218.6467797986,29217.1601300777,29215.8213747852,29217.2994690541,29218.7776254471,29210.4024416605,29209.0628317323,29207.7168330258,29209.1906701246,29210.6680133541,29212.1536641125,29213.6312783909,29214.9705419235,29216.3163433618,29214.8424549936,29213.3651859441,29211.8797337295,29210.5396658895,29212.0165623135,29213.4935209956,29225.8057052829,29224.4663526335,29223.120610162,29224.5946828127,29226.0722629029,29227.5581488925,29229.0359978683,29230.3750042914,29231.7205496326,29230.2464258019,29228.7689198723,29227.2832322943,29225.9434222422,29227.4205540603,29228.8977480799,18000.3042114124,17998.6008507719,17996.8930320459,17997.9221598284,17998.9525289859,17999.9935346354,18001.0277121169,18002.7306209491,18004.4381081168,18003.4086862663,18002.3783499631,18001.3377044317,17999.6330488062,18000.6654098669,18001.6979339238,18008.6357216975,18006.9332783556,18005.2263704137,18006.2570203154,18007.2889188736,18008.3314480577,18009.367144463,18011.0691356658,18012.7757120073,18011.7447688822,18010.712903524,18009.6707342975,18007.9669985491,18009.0008815173,18010.034927233,18016.981403447,18015.2798779016,18013.5738812483,18014.606051048,18015.639476781,18016.6835272677,18017.7207403752,18019.4218134563,18021.1274784669,18020.0950162848,18019.0616240989,18018.017933409,18016.3151180297,18017.3505206839,18018.3860858351,18079.3105830319,18077.5986016618,18075.8822235946,18076.8968935583,18077.9127344318,18078.93926551,18079.9590109436,18081.670547611,18083.3865974779,18082.3716280479,18081.355816461,18080.3296438198,18078.616342249,18079.634246787,18080.6523152512,18071.1279231043,18069.4150377649,18067.6977622876,18068.7109003209,18069.725201967,18070.7501995964,18071.7684162518,18073.4808572372,18075.197804574,18074.1843662322,18073.1700935198,18072.1454544746,18070.4312463617,18071.4476191578,18072.4641561256,18062.9595350203,18061.2457462493,18059.5275739131,18060.5391778299,18061.5519380527,18062.5754000339,18063.5920857199,18065.3054304847,18067.0232747465,18066.0113696758,18064.9986380382,18063.9755347836,18062.260420667,18063.2752595322,18064.2902628125,14725.8635456722,14723.9923502564,14722.1182109808,14722.7951345229,14723.4717107717,14724.1600275524,14724.8426796204,14726.7134953793,14728.5873215062,14727.9098494058,14727.2332054416,14726.5453039201,14724.6722762014,14725.3524423925,14726.0328487973,14712.5237052856,14710.651949885,14708.7772572918,14709.4526325548,14710.1276538701,14710.8144194979,14711.4955258599,14713.3669020835,14715.2412817924,14714.5653567017,14713.8902671207,14713.2039169287,14711.3303270578,14712.0089448387,14712.6878031912,14699.1938283249,14697.3215131993,14695.4462675603,14696.1200912797,14696.7935543801,14697.4787655808,14698.1583229695,14700.0302594059,14701.9051924243,14701.2308176065,14700.5572856867,14699.8724900975,14697.9983383338,14698.6754044354,14699.3527114698,14798.36372012,14796.4856824904,14794.604783179,14795.2625055758,14795.9197943816,14796.5888660986,14797.252336923,14799.130006977,14801.0106014802,14800.3523237364,14799.6949615122,14799.0263005127,14797.1464024319,14797.8073631808,14798.4685647063,14811.5897903676,14809.7123006807,14807.8319425932,14808.4912253063,14809.1500811171,14809.820716135,14810.4857447542,14812.3628663598,14814.2429193545,14813.5830825569,14812.9241538818,14812.2539294234,14810.3745814517,14811.0371026766,14811.6998643234,14824.8259439284,14822.9490024873,14821.0691859391,14821.7300257383,14822.3904453101,14823.062640384,14823.7292235652,14825.6057964252,14827.4853075959,14826.8239149742,14826.1634230915,14825.4916384157,14823.6128408548,14824.2769193218,14824.9412378557
cur.d3_02,1.99122835711941,0,1.99122835539026,2.81979369817206,4.47213595419994,6.32840924000946,8.24833375008319,8.00000000085978,8.24833374828635,6.32840923992433,4.47213595465787,2.81979369935689,2.00000000021511,4.00000000042989,6.00000000093016,18.5095137199993,17.9999979216517,17.6923550395856,19.6818673458763,21.6805103469969,23.6813004165892,25.6748908186679,25.8805369264036,26.2446697431601,24.2986875057641,22.3552586173577,20.4205320043786,19.9612247063735,21.9294564083406,23.902962681729,36.4587284395717,35.9999958412872,35.6380960518239,37.613835652169,39.5991055497071,41.5879712767375,43.5702330067238,43.8589145232319,44.2439848296347,42.2942484395999,40.3424704657466,38.3932901536715,37.9592000866678,39.9224503486708,41.8891777494701,203.564343591573,202.414027076175,201.269642115995,202.913767824761,204.568737763028,206.236738208926,207.902291027651,209.003268488926,210.124572000175,208.479753026025,206.836737853901,205.193110041493,204.051881460349,205.696140697012,207.34665241834,189.227418064397,187.98897048341,186.756631736677,188.336476879107,189.9283527394,191.535329000159,193.141433610268,194.326467834357,195.531556600386,193.948448306872,192.369046236419,190.790059668331,189.561556735992,191.142131834314,192.730499224135,175.566512009242,174.230532632611,172.900610621921,174.399744464477,175.91248072764,177.442901578762,178.974509739412,180.253146364039,181.551243790339,180.045006611998,178.544880630382,177.046581313138,175.721393317156,177.22228312851,178.73294941224,29071.0965337614,29069.7558802459,29068.4088423959,29069.8817235324,29071.3581056631,29072.84280211,29074.3194643963,29075.659769916,29077.006609423,29075.5336764962,29074.0573688202,29072.5728719872,29071.2317586799,29072.7076997762,29074.1837035253,29088.8104580126,29087.4706296275,29086.1244136261,29087.5980511438,29089.0751939183,29090.5606458391,29092.0380619589,29093.3775425156,29094.7235603964,29093.2498713343,29091.7728030346,29090.2875505116,29088.9472640374,29090.4239609941,29091.9007204887,29097.6707994665,29096.331383427,29094.9855781377,29096.459593327,29097.9371159071,29099.4229450465,29100.9007375664,29102.2398058585,29103.5854131407,29102.1113465299,29100.6338984349,29099.1482685875,29097.8083953096,29099.2854696813,29100.7626065335,29217.0245716601,29215.6861973273,29214.3414293677,29215.8163972848,29217.2948777565,29218.781658057,29220.2603994696,29221.5984274174,29222.9429983089,29221.4679794546,29219.9895732402,29218.5029913023,29217.164161651,29218.6421881133,29220.1202767058,29211.7466720343,29210.406988016,29209.060915506,29210.5346847275,29212.0119596896,29213.4975426404,29214.9750892528,29216.3144268971,29217.6603021393,29216.186481631,29214.709280838,29213.2238964314,29211.8837543394,29213.3605829332,29214.83747379,29227.1496822092,29225.8102554845,29224.4644392233,29225.9384440352,29227.415955899,29228.9017741174,29230.3795554648,29231.718635984,29233.0642551135,29231.5901991055,29230.1127613946,29228.6271415864,29227.2872572969,29228.7643213243,29230.2414475557,18002.0090014413,18000.3055818511,17998.5977045871,17999.6267344181,18000.6570051364,18001.697912703,18002.7319923776,18004.4349602373,18006.1425059861,18005.1131820697,18004.0829441803,18003.0423966975,18001.3376819446,18002.369945058,18003.4023711659,18010.3395992428,18008.6370968062,18006.9301301812,18007.9606820851,18008.9924821588,18010.0349132134,18011.0705117679,18012.7725621435,18014.4791972124,18013.4483520659,18012.4165851675,18011.3745140348,18009.6707190133,18010.7045039898,18011.7384517098,18018.6843680206,18016.9827832333,18015.276727751,18016.3087995092,18017.34212671,18018.386079023,18019.4231942341,18021.1243266332,18022.8300505165,18021.7976863591,18020.7643926795,18019.720800128,18018.0179253292,18019.0532299479,18020.0886970571,18081.0239597248,18079.3119212897,18077.5954865625,18078.6100598816,18079.6258036303,18080.6522379257,18081.671886853,18083.3834806646,18085.0995872353,18084.0847144329,18083.0689999471,18082.0429240498,18080.3295652397,18081.3473731368,18082.3653449556,18072.8421990028,18071.1292567416,18069.4119247499,18070.4249661884,18071.4391707602,18072.4640716582,18073.4821918574,18075.1946898392,18076.911693737,18075.8983519708,18074.8841763101,18073.85963396,18072.1453687518,18073.161644957,18074.1780853287,18064.6747095879,18062.960864041,18061.2426353346,18062.2541427101,18063.2668059076,18064.2901712086,18065.3067604886,18067.0201621053,18068.7380627818,18067.7262542383,18066.7136195966,18065.6906129887,18063.9754419227,18064.9901842475,18066.0050909822,14727.7352600207,14725.8640331878,14723.9898628645,14724.6666996014,14725.3431886301,14726.0314183606,14726.7139836401,14728.5848309115,14730.4586881587,14729.7813028881,14729.1047461249,14728.4169315899,14726.5438723177,14727.2239516701,14727.9042712121,14714.3959768543,14712.5241901486,14710.6494666215,14711.3247551708,14711.9996893572,14712.6863680272,14713.3673876918,14715.2387953137,14717.1132060298,14716.4373676777,14715.7623652055,14715.0761019082,14713.2024805975,14713.8810116305,14714.5597832142,14701.0666568579,14699.1943105425,14697.3190340808,14697.992771181,14698.6661472471,14699.3512715804,14700.0307423658,14701.9027100874,14703.777673998,14703.1033858268,14702.4299409217,14701.7452321357,14699.8710490449,14700.5480284926,14701.2252488501,14800.2422499992,14798.3641828361,14796.483254349,14797.1408924873,14797.7980966328,14798.4670838449,14799.1304704214,14801.0081701003,14802.8887938468,14802.2306003913,14801.5733228114,14800.9047462518,14799.0248185057,14799.6856949611,14800.3468121698,14813.4677750137,14811.5902556809,14809.7098683064,14810.3690666638,14811.0278377149,14811.6983881308,14812.3633324052,14814.2404837485,14816.1205660986,14815.4608136856,14814.8019697525,14814.1318298318,14812.2524520828,14812.9148889171,14813.577566148,14826.7033830419,14824.8264118438,14822.9465658971,14823.6073212423,14824.267655958,14824.9397663334,14825.6062650731,14827.4828677831,14829.3624084202,14828.7011002802,14828.0406932375,14827.3689931965,14825.490165746,14826.1541597237,14826.8183937475
cur.d3_03,3.98244709518331,1.99122835539026,0,1.99828254112932,4.00438582264735,6.01047223195659,8.00875240983229,8.24833375008319,8.94427191027265,7.21157866849273,5.65375045226481,4.45805154388103,2.82533098716493,4.47213595562412,6.32593904719687,19.2208911840196,18.517844929403,18.0000028281096,19.9590451735742,21.9322898990063,23.9128987792959,25.8892037292724,26.2446746376357,26.7524471009365,24.8461273334333,22.9492524390217,21.0681465657021,20.4298475856608,22.357253047991,24.2963959323741,37.0273585482141,36.4671934518173,36.0000056536733,37.9570029969125,39.9251281009152,41.8990214182242,43.8675503963568,44.2439946280949,44.7145038194638,42.7861330616208,40.8579417618777,38.9340373337787,38.4027982549487,40.3446852690398,42.2919891360798,204.734674520298,203.571494621302,202.414065525631,204.048987583257,205.694807976637,207.35385176491,209.010570427219,210.124610834553,211.25873136563,209.622794958963,207.988825353765,206.35427220694,205.200153720237,206.835327616946,208.47686301943,190.485436497669,189.234269862618,187.989003359141,189.558596388239,191.140277003345,192.737258074379,194.333502082571,195.53158992695,196.749450229738,195.176202660422,193.606833702278,192.037915264764,190.796638681568,192.367111988142,193.945492901901,176.921244895882,175.57299152908,174.230559965374,175.718367781287,177.219829984166,178.739174887421,180.259847705158,181.551271645558,182.861837364698,181.366465518179,179.877378930597,178.390153739388,177.052598327718,178.542347344139,180.04198681238,29072.4482202711,29071.107492705,29069.7603810897,29071.2331942906,29072.7095080952,29074.194136673,29075.670731234,29077.0111108262,29078.3580240968,29076.8851590879,29075.4089197287,29073.9244907631,29072.5833032458,29074.0591764522,29075.5351123152,29090.1613301016,29088.8214276357,29087.4751378385,29088.9487074673,29090.4257819652,29091.9111660652,29093.3885145061,29094.7280691664,29096.0741608422,29094.6005396517,29093.1235396191,29091.6383549156,29090.2979941994,29091.7746233152,29093.2513149736,29099.0212645596,29097.6817744254,29096.3358953245,29097.8098426489,29099.2872969764,29100.7730583195,29102.2507831844,29103.5899255946,29104.9356066873,29103.4616079241,29101.9842280736,29100.49866602,29099.1587184844,29100.6357250387,29102.1127940789,29218.3740233807,29217.0355751582,29215.6907335955,29217.1656339353,29218.6440464407,29220.1307592323,29221.6094332762,29222.9475351331,29224.2921796274,29222.8172283348,29221.3388900768,29219.8523756461,29218.5134719485,29219.9914308796,29221.4694519436,29213.097419906,29211.7576621047,29210.4115160972,29211.8852177185,29213.3624246931,29214.847940112,29216.325419332,29217.6648307794,29219.0107795174,29217.5370265926,29216.0598937804,29214.574576903,29213.2343608717,29214.7111219106,29216.1879452177,29228.5001776382,29227.1606771463,29225.8147874039,29227.2887246532,29228.7661685665,29230.2519192915,29231.7296332854,29233.0687875897,29234.4144802015,29232.9404917397,29231.4631219696,29229.9775696538,29228.6376114395,29230.1146079509,29231.5916666704,18003.7183557608,18002.0148776671,18000.306942309,18001.3358749173,18002.3660479287,18003.4068581414,18004.4408407379,18006.1438671783,18007.8514710658,18006.8222443538,18005.7921041461,18004.7516539805,18003.0468805481,18004.0790464459,18005.1113753325,18012.048047873,18010.345486786,18008.6384619219,18009.6689165572,18010.7006188752,18011.7429525307,18012.7784539601,18014.480563062,18016.1872564137,18015.156508519,18014.1248393497,18013.0828655836,18011.3790117336,18012.4126994478,18013.4465498999,18020.3919104601,18018.6902668781,18016.9841530099,18018.0161274534,18019.0493568526,18020.0932117184,18021.1302297606,18022.8314210309,18024.5372033434,18023.5049364843,18022.4717405798,18021.4282454398,18019.7253116687,18020.7605189766,18021.7958887733,18082.7418356224,18081.0297405602,18079.3132496112,18080.327727018,18081.3433743774,18082.3697126265,18083.389265779,18085.100916293,18086.8170791307,18085.8023022244,18084.7866841015,18083.7607042175,18082.0472886082,18083.0650005968,18084.0828765013,18074.5609672688,18072.8479685268,18071.1305804586,18072.1435260368,18073.1576342711,18074.1824391717,18075.2004636477,18076.9130181884,18078.6300782077,18077.6168322866,18076.6027529375,18075.5783065474,18073.8639846855,18074.880165034,18075.8965095442,18066.3943696786,18064.6804677958,18062.962183157,18063.9735947234,18064.9861616358,18066.0094309931,18067.0259246008,18068.7393826311,18070.4573392848,18069.4456265331,18068.4330881511,18067.4101774534,18065.6949498768,18066.7095963975,18067.7244073221,14729.6099736432,14727.7387157855,14725.8645148,14726.5412658047,14727.2176686894,14727.9058124421,14728.5882920056,14730.4591703955,14732.3330583727,14731.655758863,14730.979288225,14730.2915596021,14728.4184691705,14729.098462756,14729.7786965085,14716.271240821,14714.3994232036,14712.5246691263,14713.1998720381,14713.8747201756,14714.5613129607,14715.2422470019,14717.11368563,14718.9881269636,14718.3123742781,14717.6374578371,14716.9512803593,14715.0776280019,14715.7560733613,14716.4347592489,14702.9424709006,14701.0700937876,14699.1947868906,14699.8684384458,14700.5417285585,14701.226767102,14701.9061523566,14703.7781509694,14705.6531453857,14704.9789427862,14704.305583818,14703.6209607574,14701.7467467342,14702.4236406015,14703.1007753569,14802.123693369,14800.2455970545,14798.3646397676,14799.0221947221,14799.6793152852,14800.3482190697,14801.0115224691,14802.889251391,14804.7699040072,14804.111793764,14803.4545997496,14802.7861065555,14800.9061495265,14801.5669427621,14802.2279767273,14815.3486800758,14813.4711314796,14811.5907151944,14812.2498302676,14812.908517637,14813.5789845253,14814.2438455254,14816.1210262236,14818.001137554,14817.3414684524,14816.6827081855,14816.0126517289,14814.1332445846,14814.7955980994,14815.4581919896,14828.583749484,14826.7067489086,14824.8268739402,14825.4875459045,14826.1477968377,14826.8198235886,14827.4862389544,14829.3628711314,14831.2424408601,14830.5812161298,14829.9208928518,14829.2492763739,14827.3704194164,14828.0343299774,14828.6984805587
